sku,sku_prefix_3,backorder_probability,risk_level,planner_priority,alert_status,actual_backorder,actual_backorder_label,predicted_backorder,predicted_backorder_label,prediction_outcome,correct_prediction,detected_backorder,missed_backorder,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,potential_issue,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop
1366493,136,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.58,0.58,0.0,0,1,0,0,1,0
2843350,284,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0,0,0,0,1,0
1479845,147,0.05,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,87.0,8.0,3.0,221.0,359.0,509.0,68.0,218.0,452.0,732.0,15.0,0.0,0.98,0.98,0.0,0,0,0,0,1,0
2826673,282,0.04,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,10.0,2.0,0.0,6.0,18.0,34.0,0.0,11.0,25.0,29.0,0.0,0.0,0.85,0.64,0.0,0,0,0,0,1,0
1327051,132,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,0.0,0,1,0,0,1,0
2905504,290,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,0.0,0.0,0.98,0.98,0.0,0,0,0,0,1,0
3228757,322,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.78,0.0,0,0,0,0,1,0
3462318,346,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.81,0.91,0.0,0,0,0,0,1,0
1281956,128,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44,0.46,0.0,0,0,0,1,1,0
2307911,230,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.85,0.83,0.0,0,1,0,0,1,0
1842712,184,0.07,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,40.0,16.0,0.0,83.0,122.0,161.0,16.0,52.0,102.0,141.0,20.0,0.0,0.88,0.87,0.0,0,0,0,0,1,0
1859871,185,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,45.0,12.0,6.0,12.0,36.0,72.0,11.0,30.0,82.0,131.0,15.0,0.0,0.69,0.69,0.0,0,0,0,0,1,0
3277834,327,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.98,0.99,0.0,0,0,0,0,1,0
1874903,187,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,111.0,16.0,0.0,40.0,40.0,40.0,9.0,36.0,73.0,98.0,27.0,0.0,0.99,0.99,0.0,0,0,0,0,1,0
2146163,214,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,320.0,8.0,0.0,0.0,300.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.48,0.0,0,0,0,1,1,0
1355386,135,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37,0.38,0.0,0,0,0,0,1,0
1357057,135,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,2.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.8,0.82,0.0,0,0,0,1,1,0
1517672,151,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.99,0.98,0.0,0,0,0,0,1,0
3264442,326,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.7,0.66,0.0,0,0,0,0,1,0
1396962,139,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3698.0,2.0,1591.0,8220.0,16380.0,23400.0,2115.0,6591.0,12985.0,20936.0,1936.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0
1485175,148,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.69,0.69,0.0,0,1,0,0,1,0
1656394,165,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3975.0,52.0,0.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2219369,221,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,142.0,8.0,0.0,0.0,0.0,0.0,4.0,8.0,18.0,31.0,1.0,0.0,0.93,0.87,0.0,0,0,0,0,1,0
3054404,305,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.78,0.0,0,0,0,0,1,0
1378156,137,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.66,0.0,0,1,0,1,1,0
1709157,170,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.38,0.44,0.0,0,0,0,0,1,0
1389188,138,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,539.0,2.0,163.0,680.0,1360.0,2040.0,250.0,699.0,1429.0,2157.0,194.0,0.0,0.62,0.68,2.0,0,0,0,0,1,0
3174408,317,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,8.0,1.0,1.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,0.49,0.55,0.0,0,0,0,0,1,0
1407224,140,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.0,0,0,0,0,1,0
1845131,184,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.68,0.64,0.0,0,0,0,0,1,0
3203663,320,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,244.0,8.0,13.0,160.0,240.0,320.0,43.0,156.0,351.0,554.0,84.0,0.0,0.98,0.98,0.0,0,0,0,0,1,0
1190187,119,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,11.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,13.0,0.0,0.0,0.92,0.75,0.0,0,0,0,0,1,0
1654466,165,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,10.0,12.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.58,0.58,0.0,0,1,0,0,1,0
1763390,176,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,39.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.74,0.74,0.0,0,1,0,0,1,0
2161833,216,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,657.0,8.0,0.0,0.0,0.0,0.0,2.0,14.0,28.0,55.0,3.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0
1462981,146,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.85,0.83,0.0,0,1,0,1,1,0
1870370,187,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.98,0.0,0,0,0,1,1,0
3215855,321,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,1834.0,8.0,0.0,0.0,0.0,0.0,8.0,12.0,40.0,70.0,7.0,0.0,0.67,0.69,0.0,0,0,0,0,1,0
3526918,352,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.79,0.0,0,0,0,0,1,0
1342223,134,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,240.0,52.0,0.0,0.0,0.0,0.0,2.0,6.0,19.0,36.0,12.0,0.0,1.0,0.86,0.0,0,1,0,0,0,0
1879589,187,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0
1849283,184,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,52.0,2.0,0.0,0.0,0.0,0.0,7.0,12.0,18.0,20.0,0.0,0.0,0.99,0.97,0.0,0,1,0,0,1,0
1814782,181,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,0.9,0.95,0.0,0,0,0,0,1,0
1371317,137,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,6.0,8.0,0.0,5.0,5.0,5.0,2.0,4.0,9.0,18.0,0.0,0.0,1.0,0.99,0.0,0,0,0,0,1,0
1894002,189,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,59.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,1,0,0,0,0
3467684,346,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,42.0,2.0,34.0,34.0,92.0,143.0,27.0,83.0,151.0,217.0,30.0,0.0,0.91,0.95,0.0,0,0,0,0,1,0
3382077,338,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.57,0.68,0.0,0,1,0,0,1,0
3212916,321,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.76,0.0,0,0,0,0,1,0
2045523,204,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,175.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86,0.0,0,0,0,1,1,0
2265806,226,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,25.0,8.0,8.0,43.0,67.0,97.0,7.0,31.0,58.0,76.0,13.0,0.0,0.97,0.94,0.0,0,0,0,0,1,0
1226138,122,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.81,0.83,0.0,0,0,0,0,1,0
2013845,201,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.82,0.0,0,0,0,1,1,0
2090706,209,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.14,0.12,0.0,0,0,0,1,1,0
3062585,306,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,8.0,5.0,0.0,0.0,0.0,4.0,8.0,13.0,17.0,3.0,0.0,0.83,0.83,0.0,0,1,0,0,1,0
1537332,153,0.01,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,14.0,8.0,15.0,4.0,4.0,4.0,2.0,6.0,8.0,14.0,1.0,0.0,0.98,0.99,0.0,0,0,0,0,1,0
1939021,193,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,40.0,12.0,43.0,46.0,95.0,144.0,10.0,47.0,94.0,161.0,21.0,0.0,0.9,0.83,0.0,0,0,0,0,1,0
1904377,190,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,14.0,8.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,11.0,0.0,0.0,0.56,0.46,0.0,0,0,0,0,1,0
3306956,330,0.05,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,9.0,14.0,0.0,30.0,30.0,30.0,2.0,6.0,24.0,36.0,0.0,0.0,0.46,0.4,0.0,0,0,0,0,1,0
3017419,301,0.03,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3.0,8.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.81,0.78,0.0,0,0,0,0,1,0
2016226,201,0.05,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,1.0,12.0,0.0,6.0,11.0,14.0,1.0,4.0,7.0,13.0,2.0,0.0,0.78,0.78,0.0,0,0,0,1,1,0
3492182,349,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,4.0,8.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.52,0.0,0,1,0,0,0,0
1186888,118,0.01,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,33.0,9.0,0.0,26.0,104.0,143.0,8.0,39.0,77.0,127.0,0.0,0.0,0.99,0.98,0.0,0,0,0,0,1,0
3202350,320,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,0.93,0.87,0.0,0,1,0,0,1,0
2819822,281,0.01,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,74.0,2.0,0.0,0.0,0.0,0.0,8.0,21.0,37.0,70.0,10.0,0.0,0.94,0.94,0.0,0,0,0,1,1,0
1736481,173,0.03,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,22.0,2.0,20.0,66.0,127.0,180.0,32.0,94.0,160.0,231.0,19.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0
3242381,324,0.01,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,690.0,8.0,0.0,0.0,0.0,0.0,19.0,47.0,59.0,102.0,5.0,0.0,0.81,0.56,0.0,0,0,0,0,1,0
1562011,156,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.78,0.0,0,1,0,1,1,0
2052353,205,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.98,0.0,0,1,0,0,1,0
3162027,316,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,725.0,5.0,125.0,600.0,1200.0,1800.0,302.0,645.0,1165.0,1768.0,229.0,0.0,0.98,0.96,0.0,0,0,0,0,1,0
2290839,229,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,151.0,2.0,100.0,150.0,300.0,500.0,62.0,166.0,317.0,493.0,68.0,0.0,0.99,0.94,0.0,0,0,0,0,1,0
3327478,332,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,2.0,5.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,3.0,0.0,0.0,0.99,0.98,0.0,0,0,0,0,1,0
2006449,200,0.01,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,33.0,2.0,0.0,0.0,0.0,0.0,3.0,9.0,15.0,15.0,0.0,0.0,0.38,0.27,0.0,0,1,0,0,1,0
2046702,204,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,12.0,15.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.0,0,1,0,1,1,0
3070798,307,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5871.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,0,0,0,1,1,0
3493293,349,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,145.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.98,0.0,0,0,0,0,1,0
1685584,168,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.66,0.69,0.0,0,0,0,0,1,0
3125092,312,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.85,0.83,0.0,0,1,0,1,1,0
1354220,135,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,16.0,8.0,0.0,27.0,40.0,56.0,2.0,19.0,43.0,57.0,6.0,0.0,0.46,0.45,0.0,0,0,0,0,1,0
2087287,208,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.91,0.95,0.0,0,0,0,0,1,0
1240600,124,0.04,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,17.0,4.0,0.0,0.0,6.0,12.0,6.0,22.0,37.0,63.0,0.0,0.0,0.77,0.8,0.0,0,0,0,0,1,0
2160219,216,0.05,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,20.0,8.0,14.0,55.0,95.0,135.0,14.0,36.0,68.0,114.0,0.0,0.0,1.0,0.89,0.0,0,0,0,0,1,0
3390018,339,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,77.0,9.0,0.0,0.0,43.0,43.0,6.0,24.0,60.0,94.0,0.0,0.0,0.99,0.99,0.0,0,0,0,0,1,0
3371037,337,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.97,0.0,0,0,0,0,1,0
1292463,129,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,29.0,8.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,15.0,0.0,0.0,0.91,0.96,0.0,0,0,0,0,1,0
2086756,208,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.94,0.87,0.0,0,0,0,0,1,0
3453842,345,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.51,0.0,0,0,0,0,1,0
3240525,324,0.02,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,8.0,0.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.94,0.0,0,0,0,0,1,0
1815507,181,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,350.0,2.0,225.0,1440.0,2820.0,4140.0,545.0,1267.0,2493.0,3757.0,163.0,0.0,0.97,0.97,0.0,0,0,0,0,1,0
1143972,114,0.02,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.89,0.9,0.0,0,0,0,0,1,0
2313564,231,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,37.0,2.0,19.0,114.0,209.0,323.0,28.0,97.0,158.0,197.0,13.0,0.0,0.99,0.99,0.0,0,1,0,0,1,0
3450807,345,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1739079,173,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,234.0,4.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,20.0,0.0,0.0,0.73,0.78,0.0,0,0,0,0,1,0
3235260,323,0.08,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,43.0,2.0,0.0,90.0,150.0,210.0,12.0,66.0,114.0,157.0,27.0,0.0,0.48,0.57,0.0,0,0,0,0,1,0
2208755,220,0.06,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,1.0,8.0,0.0,222.0,222.0,222.0,0.0,6.0,10.0,13.0,0.0,0.0,0.5,0.52,0.0,0,1,0,0,1,0
1914613,191,0.07,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,6.0,4.0,0.0,6.0,6.0,12.0,3.0,8.0,17.0,20.0,1.0,0.0,0.89,0.9,0.0,0,0,0,0,1,0
2208914,220,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,176.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.73,0.78,0.0,0,1,0,0,1,0
1368069,136,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,0.0,2.0,0.0,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0
1749954,174,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,23.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,14.0,0.0,0.0,0.5,0.75,0.0,0,0,0,1,1,0
1488013,148,0.0005425889462591,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,0,0,0,0,1,0
3399255,339,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,786.0,8.0,0.0,0.0,0.0,0.0,2.0,10.0,31.0,59.0,23.0,0.0,0.83,0.86,0.0,0,0,0,0,1,0
1612635,161,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.98,0.98,0.0,0,0,0,0,1,0
2991502,299,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,151.0,8.0,32.0,100.0,180.0,254.0,32.0,119.0,276.0,469.0,84.0,0.0,0.16,0.1,0.0,0,0,0,1,1,0
1185999,118,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,503.0,2.0,478.0,2430.0,5020.0,7730.0,755.0,2349.0,4403.0,6603.0,261.0,0.0,0.95,0.95,0.0,0,0,0,0,1,0
1169131,116,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.15,0.34,0.0,0,1,0,0,1,0
2256723,225,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.73,0.76,0.0,0,0,0,0,1,0
2172515,217,0.03,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,11.0,8.0,0.0,8.0,16.0,16.0,1.0,1.0,7.0,14.0,1.0,0.0,0.95,0.97,0.0,0,0,0,0,1,0
2023641,202,0.01,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,21.0,8.0,0.0,25.0,50.0,50.0,6.0,18.0,47.0,76.0,6.0,0.0,0.98,0.98,0.0,0,0,0,1,1,0
2873172,287,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,3119.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.85,0.83,0.0,0,1,0,0,0,0
3116755,311,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.77,0.0,0,0,0,0,1,0
1230836,123,0.08,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,13.0,11.0,0.0,20.0,35.0,35.0,3.0,11.0,27.0,46.0,6.0,0.0,0.88,0.74,0.0,0,0,0,0,1,0
1253194,125,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22,0.11,0.0,0,1,0,0,1,0
2032805,203,0.07,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,7.0,2.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.28,0.0,0,1,0,0,1,0
3492830,349,0.0,Low,Routine,No Alert,0,No Backorder,0,No Backorder,True Negative,1,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.73,0.78,0.0,0,0,0,0,1,0
